File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,"Ni naco gituma usanga bariko baravuga ngo «ikirundi kiragoye», kandi ari ururimi kavukire.",,,general,"C'est pourquoi ils disent : « C'est difficile pour le Kirundi, et c'est un indigène.",,,,,,13,90
,Ni naho nkomugisata  c’amayagwa usanga bavuga bati,,,general,"C'est comme un désastre, disent-ils",,,,,,7,50
,Ni naho tubona abantu badasiba kwita ku rutare bagerageza gusubiza agateka ururimi bonse,,,general,C'est là que l'on voit des gens qui ne cessent de prendre soin du rocher et tentent de récupérer le privilège de leur langue.,,,,,,13,88
,Ni naho usanga benshi mu banyeshure batakariza amanota kuko na bimwe bimwe mu vyigwa bishimikira kunyandiko nziza,,,general,Même la plupart des étudiants perdent des scores car certaines leçons sont également basées sur une bonne lettre.,,,,,,17,113
,Ni nde yahenze Abarundi ngo “ukwitaho Ikirundi ni isubiranyuma ryiterambere?“,,,general,"Qui trompe les Burundais, que le Kirundi est l'audition du Kirundi si le progrès du progrès est ce progrès ?",,,,,,10,77
,"Ni nde yaturoze, akadutera gutakaza akanovera k’ururimi twonse mw’ibere.",,,general,"Qui nous a formés, nous a tous fait perdre la langue dans nos cœurs.",,,,,,9,72
,"Ni ngombwa ko twokwibuka ko abantu bavuga ururimi rw'Ikirundi, haba mu Burundi canke hanze, bakiri imparurwa ugereranije n’abantu bari kw’isi yose.",,,general,"Il est important de rappeler que les gens parlent la langue Kirundi, que ce soit au Burundi et à l'étranger, sont toujours dociles par rapport aux gens du monde entier.",,,,,,21,147
,Ni nk’ayo mashure yanyu nyene ! Sinzobona uburuhuko burageze ngo muje kundabira umwana wa mama.»,,,general,C'est comme ça aussi ! Je ne verrai pas la vacance de l’enfant de ma mère.,,,,,,15,96
,Ni rwo rero rwoba rujejwe gukurikirana ikoreshwa ry’indimi mu Burundi,,,general,Il est donc chargé de surveiller l'usage des langues au Burundi.,,,,,,10,69
,Ni rwo rwofasha mu kwongereza amasaha Ikirundi cokwigishwako,,,general,Cela aiderait à augmenter le temps consacré aux heures d'enseignement du kirundi.,,,,,,8,60
,"Ni rwo rwovyitaho kurusha, rukabiha intumbero, kandi rukabibazwa",,,general,"C'est le plus attentionné, le plus concentré et le plus responsable",,,,,,8,64
,"Ni ugutira bikwiye, ijambo rikava muri urwo rurimi, maze rigafata inyubako y’urwo rurimi ruritiye",,,general,"C'est un véritable emprunt, le mot vient de cette langue et prend la structure de cette langue.",,,,,,14,97
,"Ni ukuri narakunda data, naramwubaha, imbere y’uko asezera isi ,Imana imuhe uburuhukiro bwiza.",,,general,"C'était vrai que j'aimais le père, je lui ai donné, avant qu'il ne promette à la terre, Dieu pour lui donner un bon repos.",,,,,,13,94
,Ni ukwezi amahonda aba yandandagaye kandi inka ziba zandagaje ibishakara,,,general,C'est le mois où les vaches sont engraissées et les vaches sont engraissées,,,,,,10,72
,Ni ukwezi kwagwamwo imvura y’igisagura bita intsindagirabigega ni na kwo basizamwo,,,general,"C'est un mois de pluie passagère, qui fait l'arrosage, c'est le",,,,,,11,82
,Ni ukwezi usanga imvura ari nyinshi cane inzuzi zikuzura kuburyo utashobora kuja kuramutsa incuti zo hakurya uri hakuno,,,general,"Cela fait un mois aussi, trop de rivières vous remplissent pour que vous ne puissiez pas aller rendre visite à un proche.",,,,,,18,119
,Ni ukwezi usanga imvura igwa isamirana ku murambi umwe ku wundi hakaba hariko haraka izuba ukaza ubona isimbiye kuwundi ikagwa imakura,,,general,C'est un mois au cours duquel la pluie tombe d'une lune à l'autre et il y a le soleil quand on le voit changer d'une lune à l'autre et il grandit.,,,,,,21,134
,Ni ukwezi usanga ingamba z’ibiharage zaravye hagaca hagwa imvura izinyonyora bikarabuka,,,general,C'est un mois où l'on voit les stratégies des pays étrangers et il pleut et sèche,,,,,,11,87
,"Ni vyiza cane mwananje. Amfata ukuboko, anjana munzu ampa imfungurwa.",,,general,C'est génial mon enfant. Il m'a attrapé la main et m'a emmené vers moi pour me donner un repas.,,,,,,10,69
,"Ni vyo, uguhindura inyigisho mu Kirundi, vyotuma abarezi n’abarerwa boroherwa, ndetse n’umwimbu mu mashure ukongerekana",,,general,"Oui, traduire en kirundi, les enseignants, les enseignants et les rendements augmentent dans les écoles",,,,,,15,119
,Ni we afata ingingo yo kugomora ingabo akongera agashira igikumu ku masezerano yo guhagarika ingwano .,,,general,C'est lui qui prend la décision de dissoudre l'armée et de mettre fin à l'accord de cessez-le-feu.,,,,,,16,102
,Nico gisagara cambere kinini mu Burundi kigatera caguka cane,,,general,C'est la plus vieille ville du Burundi et elle vole beaucoup,,,,,,9,60
,Nigeze nikwo kuryama.,,,proverbs,Je me suis couché.,,,,,,3,21
,Niho ishusho yico gihe yaja mu ngiro mu ciswe “Kirundisation” canke “Ruralisation” mu rurimi rw’igifaransa,,,general,C'est là qu'intervient l'image de l'époque appelée « Kirundisation » ou « Ruralisation » en langue française.,,,,,,15,106
,"Niho nahura n’umutama kw’ibarabara, maze mbanza kumuramutsa nk’uko umuco w’ikirundi ubidutegeka",,,general,"Puis j'ai rencontré un vieil homme sur la route, et je l'ai d'abord salué selon la lumière de la lumière kirundi.",,,,,,11,95
,Niko kuja muvyo kunsigurira ko iyo ari indamukanyo y’Ikirundi mw’ako gace.,,,general,Je vais me dire que c'est une salutation en kirundi.,,,,,,11,74
,"Niko, Ikirundi  ntikiri mu mugwi w’indimi zishobora kugenda akagirire, kuko ari ururimi ruvugwa kandi rugahurirwako n’umugwi munini w’abantu ; Abarundi bose",,,general,"Ainsi, l’Ikirundi ne fait pas partie du groupe des langues qui peuvent devenir populaires, car c’est une langue parlée et partagée par un grand groupe de personnes ; Tous les autres",,,,,,21,156
,"Niwaba utubabaye, uradutabara ntusubire kutwicisha rurya rubura n’imituragaro, biradutera ubwoba.",,,general,"Si vous vous inquiétez pour nous, aidez-nous et ne revenez pas nous tuer avec la neige et les villes, cela nous fait peur.",,,,,,10,97
,"Niwamfata, urandya ! Ko maze kurushikamwo, ni uze umfate ndabe. Ndaje wa kivagundu we, turihurira !",,,general,"Si tu m'emmènes, moi ! Si tu le sors, viens me voir. J'en viens au fait, et on se retrouve !",,,,,,16,99
,"Niwe abagirisha inama, akabashikiriza amakuru n’ingingo akuye ibukuru, akabereka inzira y’amajambere.",,,general,"C'est lui qui les conseille, leur donne les informations et les points importants, et leur montre le mode de vie.",,,,,,11,101
,"Niyongere, nyaruka twacerewe. Ubimenyeshejwe naniki? Wewe nta nkengeri wumvise ? None ihamagara twebwe ?",,,general,"Je suis désolé, je suis désolé. De quoi êtes-vous informé ? Avez-vous entendu quelque chose ? Est-ce que ça nous appelle ?",,,,,,14,104
,"Niyonsaba akamwemwe kamwishe. Nyina wiwe yamubariye ko ku mugoroba aja gusomera. Mushikiwe yaciye atangura gusya ibigori, na we aja gusenya.",,,general,Il m'a demandé avec un sourire qui l'a tué. Sa mère lui a dit que le soir il lirait. Mushikiwe commença alors à moudre le maïs et alla le détruire.,,,,,,20,140
,"Niyonzima yaracuye inyana, asanga i muhira nta n’inyoni ikoma, inzu irugaye. Agize atya abona umwotsi ufumba.",,,general,"Niyonzima a coupé le veau et a constaté qu'il n'y avait même pas un oiseau chez lui, la maison était en ruines. Ce faisant, il vit de la fumée s'élever.",,,,,,16,109
,Nka kurya bahora babigira ku bijanye n’ubuhinga bwo kumenyesha amakuru,,,general,Comme ils le font toujours avec les technologies de l'information,,,,,,10,70
,"Nkibabona, nca ntora ibikoresho, ngasezera abavyeyi, tugaca dufata akayira.",,,general,"Quand je les vois, je prends les outils, et je dis aux parents, et je m'y mets.",,,,,,9,75
,Nkibaza nti kubera iki bahohotera Ikirundi kandi ari bo bari bakwiye kugiteza imbere,,,general,Je me demande pourquoi ils le perdent en kirundi et ils devraient être promus,,,,,,13,84
,Nko kwita umwigeme ukunda ngo ni chouette kandi tuzi ko igihuna ari igikoko gitera imikoshi mu Burundi,,,general,"Comme une fille qu'on aime, on sait que le mensonge est une bête qui mène au Burundi",,,,,,17,102
,"Nko mu Kirundi,iryungane rikagira inyitangizo, itsitso na karangura",,,general,"Comme en Kirundi, le yungane a une introduction, tsitso et karangura",,,,,,8,67
,"Nko mu mibano, ururimi rw’Ikirundi rutagihari, ntitwosubira kuronka ingene tugaragaza ya mico ituranga",,,general,"Comme dans les relations, lorsque la langue ourdou n’existera plus, nous n’aurons plus les moyens d’exprimer nos caractéristiques uniques.",,,,,,13,102
,Nkorenshimwe arutwa na Nkorempembwe.,,,proverbs,"Je suis tellement absorbé et je suis un Nkore, aide-moi.",,,,,,4,36
,Nkorenshimwe yaguye inyuma y'urugo.,,,proverbs,Nkorenshime est tombé derrière la maison.,,,,,,4,35
,Nkunda kurya yariye igifyera kimumena itama.,,,proverbs,"J'aime manger, il a mangé une joue et l'a trompée.",,,,,,6,44
,"Nkurunziza : Ego, ipasi ishushe irakura imipfunyunyu, ikica n’ubukoko bwoba busigaye mu mpuzu.",,,general,"Nkurunziza : Oui, l’air chaud provoque des cloques, tuant les animaux qui restent dans la peau.",,,,,,13,94
,"Nkurunziza : Eka uwabikubariye yarakubeshe. Impuzu ya isuku ni yo iramba, umwanda utuma inyuzi zikakarara.",,,general,Nkurunziza : Que celui qui vous l'a dit vous ait menti. L’assainissement est la pollution la plus persistante qui assombrit les rivières.,,,,,,15,106
,Nkurunziza : Ukanzwe n’uko ubona kayagayaga ? Nakamesuye ejo ndakagorora.,,,general,Est-ce que vous vous rejetez tel que vous le voyez ? Je me suis lavé hier et je l'ai installé.,,,,,,10,73
,"Nkurunziza: Iyo impuzu ifise umwanda mwinshi, urabanza ukayinika mu mazi arimwo isabuni.",,,general,"Nkurunziza : Lorsqu'un grand tissu contient beaucoup de démons, il va d'abord dans l'eau contenant des lions.",,,,,,12,88
,Nk’amakete hamwe n’ubutumwa buto buto usanga harimwo agahaze,,,general,Comme les cartes postales et les petits messages sont souvent inclus,,,,,,8,60
,"Nk’uko Edouard Ntamatungiro abivuga, n’indimburo twisunga uno musi  Ntahokaja yashoboye kwandika,  uburyo yakoresheje bwari ubwo ahawe n’igipatiri",,,general,"Selon Edouard Ntamatungiro, aujourd'hui encore Ntahokaja savait écrire, la méthode qu'il utilisait était lorsqu'on lui donnait un prêtre",,,,,,17,146
,"Nk’uko bimenyeshwa n’ishirahamwe mpuzamakungu rijejwe ivy’indero Unesco,imicokama ifise ikibanza ntasubirizwa mw’iterambere ry’ibihugu",,,general,"Selon les informations de l'organisation internationale en charge de la discipline Unesco, l'éducation a une place irremplaçable dans le développement des pays.",,,,,,12,134
,"Nk’uko bivugwa n’umwigisha muri Kaminuza y’Uburundi Gertrude Kazoviyo, yanonosoye ivyigwa vy’Imvugo n’amajambo,",,,general,"Selon l'enseignante de l'Université du Burundi, Gertrude Kazoviyo, elle a amélioré les cours d'expression orale et de vocabulaire.",,,,,,12,111
,"Nk’uko inka iza kubabara mugabo bikayifasha kuzorondoka, kandi hakaba n’abaja kubukura mu cibo bakarya indya iryoshe",,,general,"Tout comme une vache souffre mais cela l'aide à se reproduire, et il y a ceux qui viennent la retirer de la nourriture et manger de la nourriture délicieuse.",,,,,,16,116
,"Nk’uko iyo ndongozi ibandanya ibituyagira, ugusubira inyuma kw’imico ndundi vyugururiye amabi menshi urwaruka rwo muri komine Buhiga.",,,general,"Comme le leader continue de nous le dire, le retard des autres cultures a ouvert de nombreux maux à la jeunesse de la commune de Buhiga.",,,,,,17,133
,"Nk’uko izindi nzego zigenzura indimi zibikora, igikorwa ca mbere c’urwego nshingwakirundi coba ari ico gushiraho amategeko y’inyandiko z’Ikirundi",,,general,"Comme le font d’autres agences de contrôle linguistique, la première tâche de l’organe exécutif est d’établir les règles de la langue ourdou.",,,,,,18,145
,"Nk’uturorero, “facture” twayihinduye fagitire, “quittance” nayo igitansi, “taxe” tuyita itagisi, “bus” tuyigira ibisi, n’ibindi vyinshi",,,general,"Par exemple, nous avons remplacé « facture » par facture, « quittance » par taxe, « taxe » par taxe, « bus » par vert, et bien d'autres encore.",,,,,,15,135
,"Nk’uturorero: aho kuvugaku vy’ukuri, tuvuga vreuma(vraiment),mbabariratukavuga (sorry) canke (pardon),wanashaka tukavuga d’ailleurs, n’ayandi",,,general,"Par exemple : au lieu de dire la vérité, on dit vraiment, désolé ou pardon, d'ailleurs, etc.",,,,,,12,141
,No ku zindi nsigarirazina nsanisha ni hamwe:   Ak  'imuhana kaza imvura ihise,,,general,Et pour le reste des noms je le compare avec : Ak'imuhhana kaza la pluie arrive,,,,,,12,77
,"None ga kibondo, waronse amanota meza ?Ego cane, mbere raba agashirukabute bampaye nabaye uwa kabiri.",,,general,"Maintenant, bébé, tu as de bonnes notes ? Oui, regardez les arrivées qu'ils m'ont données la seconde.",,,,,,15,101
,"None izo ndimi, ko zikoreshwa zose muri rusangi, zibanye zite?",,,general,"Alors ces langages, qui sont tous utilisés de manière générale, comment sont-ils ?",,,,,,10,62
,None koko umurundi akoze ikintu kizima aba abaye umuzungu?,,,general,Un Burundais fait-il quelque chose de vivant en tant que blanc ?,,,,,,9,58
,"None nk’aho uriko uta umwanya wawe, ivyo wize bizokumarira iki mu buzima?",,,general,"Alors, quel est votre temps, ce que vous apprenez vous prendra dans la vie ?",,,,,,12,73
,None ubwo mwese mwatumenye ? Umuriro waritoye utangura kwiyaga uti: <<Jewe muriro ndiagakomeye>>.,,,general,"Le saurions-nous tous ? Le feu fut choisi et commença à s'ouvrir : ""Je suis grand...""",,,,,,13,97
,"None vy’ukuri umuntu w’ubu, yize akaminuza, yoshobora kuvuga ngo mu mutwe ni umuzungu?",,,general,"Est-ce vraiment une personne d'aujourd'hui, peut-il dire que ma tête est blanche ?",,,,,,13,86
,"None, hokorwa iki ngo ntiruzimangane? canke ngo ntirugende amazimayongo?",,,general,Que faudrait-il alors faire ? ou pour en faire une honte ?,,,,,,9,72
,"None, inyuma y’imyaka 58 turonse iryo teka ryo kwikukira ,ururimi rwacu rwifashe gute?",,,general,"Alors, après 58 ans, nous avons reçu cet ordre de récupérer, comment est notre langue ?",,,,,,13,86
,"None, ni caba kigoye, abo kugitahura kurusha abandi bazoba bande, atari twebwe nyene bene co.",,,general,"Maintenant, si c’est difficile, ceux qui le comprennent sont plus nombreux que les autres, et pas nous seuls.",,,,,,15,93
,"Noneho, uwuje avuga nyina bakagira ubwoba; na rirya imigenzo itari mike y’ikirundi yubakiwe ku kugendereza",,,general,"Or, celui qui est venu l'a dit à sa mère et elles ont eu peur ; Et de nombreuses traditions ourdoues sont construites sur le flux",,,,,,15,106
,Nta cica umukondo ngo gisige amara.,,,proverbs,Il n’est pas nécessaire de couper le cordon pour sortir des intestins.,,,,,,6,35
,Nta gakwego rero kazosubira gukoreshwa mu gutandukanya bene ayo majambo,,,general,Il n’y a donc aucune raison de l’utiliser à nouveau pour distinguer ces mots,,,,,,10,71
,Nta ho ntogeje yaguye mu ngemero.,,,proverbs,Nulle part il n’est tombé dans le fossé.,,,,,,6,33
,"Nta misi irahera ngize urugendo rw’akazi mu ntara ya Ruyigi, neza na neza muri komine ya Gisuru",,,general,"Il n'y a aucun jour où je pars en voyage d'affaires dans le comté de Ruyigi, en particulier dans la municipalité de Gisuru.",,,,,,17,95
,Nta mukozi wa Leta canke uwo mu gisata kijejwe guca imanza yofatwa neza gusumba abandi canke ngo arenganywe bafatiye gusa ku gitsina canke ubwoko.,,,general,"Il n’existe pas de gouvernement, ni d’agent judiciaire, ni une décision judiciaire qui serait meilleure ou plus efficace que d’être simplement rendue en fonction d’un sexe ou d’une origine ethnique.",,,,,,24,146
,Nta mukuru yikura.,,,proverbs,Personne ne vieillit.,,,,,,3,18
,"Nta muntu ashobora gusinzikarizwa amagara, ngo afatwe nk’inyamaswa canke akurweko agateka.",,,general,"Personne ne peut être blessé, traité comme un animal ou privé de ses droits.",,,,,,11,90
,"Nta muntu n’umwe akumirwa kubera amamuko yiwe, ibara ry’urukoba rwiwe.",,,general,"Personne n’est rejeté pour sa propre couleur, sa couleur de peau.",,,,,,10,70
,Nta muntu n’umwe akumirwa kubera ivyiyumviro nyamukuru vyiwe ku vyerekeye ubuzima canke intwaro y’igihugu.,,,general,Personne n’est motivé par ses principales préoccupations concernant la vie ou le gouvernement national.,,,,,,14,106
,Nta muntu n’umwe akumirwa kubera kubera ubumuga canke kubera ko afise umugera wa SIDA canke iyindi ngwara iyo ariyo yose idakira.,,,general,Personne ne l'est à cause d'un handicap ou parce qu'il est atteint du VIH ou de toute autre maladie.,,,,,,21,129
,"Nta muntu n’umwe akumirwa kubera ubwoko bwiwe, igitsina ciwe, ururimi avuga, uko abayeho mu gihugu, idini ryiwe.",,,general,"Personne n’est arrêté en raison de sa race, de son sexe, de la langue qu’il parle, de la façon dont il vit dans le pays, de sa religion.",,,,,,17,112
,Nta muntu n’umwe arekuriwe kuba mu Nama nshingamateka hamwe no mu Nama nkenguzamateka.,,,general,Nul n'est dispensé de siéger au Conseil législatif et au Conseil constitutionnel.,,,,,,13,86
